Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg15260921,ENSG00000143815,LBR,-692332,L10,2.008461570288375e-4,0.06930693069306931
cg16583536,ENSG00000187942,LDLRAD2,-130969,L2,2.008461570288375e-4,0.12871287128712872
cg21690505,ENSG00000143772,ITPKB,504506,R5,2.008461570288375e-4,0.0297029702970297
cg23172853,ENSG00000143633,C1orf131,-465272,L7,2.008461570288375e-4,0.12871287128712872
cg12213388,ENSG00000135749,PCNXL2,-1073617,L5,2.0667715274274396e-4,0.019801980198019802
cg13100118,ENSG00000162482,AKR7A3,-179624,L4,2.0667715274274396e-4,0.36633663366336633
cg14786116,ENSG00000152904,GGPS1,222431,R4,2.0667715274274396e-4,0.009900990099009901
cg24310780,ENSG00000143157,POGK,1552064,R10,2.0667715274274396e-4,0.039603960396039604
cg25463742,ENSG00000142657,PGD,-359372,L6,2.0667715274274396e-4,0.06930693069306931
cg24406771,ENSG00000135763,URB2,759932,R7,2.1266595720223087e-4,0.1188118811881188
cg11718886,ENSG00000196482,ESRRG,-2033954,L6,2.18774615222304e-4,0.0594059405940594
cg13058623,ENSG00000143633,C1orf131,-1663543,L10,2.1881648959718328e-4,0.12871287128712872
cg23216101,ENSG00000137948,BRDT,844714,R4,2.2009406834581774e-4,0.06930693069306931
cg21393051,ENSG00000143469,SYT14,526226,R8,2.2125162544461103e-4,0.039603960396039604
cg00050294,ENSG00000157911,PEX10,-541581,L8,2.2513275621030652e-4,0.06930693069306931
cg13247117,ENSG00000187801,ZFP69B,-189379,L5,2.2513275621030652e-4,0.09900990099009901
cg03002586,ENSG00000174371,EXO1,-594911,L3,2.316188520700107e-4,0.12871287128712872
cg06358191,ENSG00000107404,DVL1,43516,R6,2.316188520700107e-4,0.09900990099009901
cg17094624,ENSG00000121644,DESI2,-382331,L5,2.316188520700107e-4,0.06930693069306931
cg26803725,ENSG00000196449,YRDC,-643071,L9,2.316188520700107e-4,0.0297029702970297
cg25001190,ENSG00000187140,FOXD3,2119893,R9,2.3764884446315508e-4,0.0297029702970297
cg18766795,ENSG00000120333,MRPS14,-2258699,L9,2.382789626272679e-4,0.0594059405940594
cg22628512,ENSG00000163362,C1orf106,511516,R5,2.382789626272679e-4,0.04950495049504951
cg14032261,ENSG00000117625,RCOR3,-419577,L7,2.4511736545659326e-4,0.04950495049504951
cg17907003,ENSG00000065183,WDR3,938927,R8,2.4511736545659326e-4,0.07920792079207921
cg11684541,ENSG00000198492,YTHDF2,-2064982,L8,2.5213843198131054e-4,0.1188118811881188
cg15386853,ENSG00000157911,PEX10,-961762,L10,2.5213843198131054e-4,0.06930693069306931
cg21686171,ENSG00000188807,TMEM201,144501,R2,2.5213843198131054e-4,0.27722772277227725
cg18766795,ENSG00000116199,FAM20B,1743676,R8,2.593466292232496e-4,0.04950495049504951
cg22787719,ENSG00000117595,IRF6,388085,R6,2.593466292232496e-4,0.07920792079207921
cg26896979,ENSG00000160049,DFFA,22255,R2,2.593466292232496e-4,0.06930693069306931
cg20995977,ENSG00000130764,LRRC47,-1143927,L7,2.6674652157702815e-4,0.1188118811881188
cg25729466,ENSG00000023572,GLRX2,-2897120,L4,2.6674652157702815e-4,0.019801980198019802
cg26230851,ENSG00000158864,NDUFS2,-47087,L6,2.6674652157702815e-4,0.04950495049504951
cg15576338,ENSG00000162398,C1orf177,-1589871,L7,2.7039429188446536e-4,0.019801980198019802
cg13798621,ENSG00000221978,CCNL2,-61416,L6,2.74342772609051e-4,0.07920792079207921
cg15514918,ENSG00000188739,RBM34,-762428,L7,2.74342772609051e-4,0.0891089108910891
cg15895782,ENSG00000174606,ANGEL2,-1461056,L5,2.74342772609051e-4,0.07920792079207921
cg16600733,ENSG00000157870,FAM213B,251566,R8,2.74342772609051e-4,0.15841584158415842
cg19630039,ENSG00000162585,C1orf86,254095,R3,2.74342772609051e-4,0.04950495049504951
cg00045114,ENSG00000034971,MYOC,-1052335,L8,2.793971896645366e-4,0.0297029702970297
cg25839727,ENSG00000158966,CACHD1,673393,R2,2.821401468813716e-4,0.1188118811881188
cg12527995,ENSG00000116171,SCP2,289605,R5,2.901435118005413e-4,0.13861386138613863
cg13058623,ENSG00000188739,RBM34,2254019,R10,2.901435118005413e-4,0.0891089108910891
cg21848084,ENSG00000116213,WRAP73,282948,R4,2.901435118005413e-4,0.09900990099009901
cg22729726,ENSG00000157881,PANK4,-665814,L8,2.901435118005413e-4,0.10891089108910891
cg06358191,ENSG00000186891,TNFRSF18,-85066,L7,2.98357839491582e-4,0.0594059405940594
cg16580616,ENSG00000212916,MAP10,-2310426,L10,2.98357839491582e-4,0.039603960396039604
cg17711754,ENSG00000116459,ATP5F1,-515804,L7,2.98357839491582e-4,0.019801980198019802
cg18876728,ENSG00000067533,RRP15,-45769,L2,2.98357839491582e-4,0.12871287128712872
cg19630039,ENSG00000157911,PEX10,474428,R8,2.98357839491582e-4,0.07920792079207921
cg22515475,ENSG00000198492,YTHDF2,-1308392,L7,2.98357839491582e-4,0.12871287128712872
cg22787719,ENSG00000117597,DIEXF,430401,R7,2.98357839491582e-4,0.0891089108910891
cg12130225,ENSG00000135763,URB2,63094,R2,3.0678820869719234e-4,0.15841584158415842
cg15689121,ENSG00000196449,YRDC,-345119,L8,3.0678820869719234e-4,0.039603960396039604
cg16059167,ENSG00000078900,TP73,322227,R5,3.0678820869719234e-4,0.2079207920792079
cg25210796,ENSG00000152763,WDR78,2188758,R10,3.0678820869719234e-4,0.0891089108910891
cg25729466,ENSG00000116747,TROVE2,-2911457,L5,3.0678820869719234e-4,0.04950495049504951
cg24446417,ENSG00000143469,SYT14,553509,R8,3.1330879373207653e-4,0.039603960396039604
cg16703466,ENSG00000171163,ZNF692,6825,R1,3.1543980670231366e-4,0.12871287128712872
cg19403323,ENSG00000117595,IRF6,-44594,L2,3.1543980670231366e-4,0.09900990099009901
cg26027690,ENSG00000241563,CORT,-405431,L5,3.242593296572664e-4,0.0297029702970297
cg04923840,ENSG00000136636,KCTD3,512145,R1,3.2431793128415756e-4,0.039603960396039604
cg07959978,ENSG00000162437,RAVER2,-695175,L5,3.2431793128415756e-4,0.1485148514851485
cg13545909,ENSG00000153207,AHCTF1,1349382,R6,3.2431793128415756e-4,0.1188118811881188
cg22400454,ENSG00000143353,LYPLAL1,4700981,R10,3.2431793128415756e-4,0.0297029702970297
cg00163018,ENSG00000119285,HEATR1,-646008,L4,3.4277551562748496e-4,0.10891089108910891
cg21690505,ENSG00000163050,ADCK3,770352,R7,3.4277551562748496e-4,0.09900990099009901
cg25199536,ENSG00000130695,CEP85,-0,L1,3.4277551562748496e-4,0.12871287128712872
cg26027690,ENSG00000175279,APITD1,-405180,L4,3.523661413135764e-4,0.13861386138613863
cg26188212,ENSG00000135763,URB2,794855,R7,3.523661413135764e-4,0.15841584158415842
cg26607897,ENSG00000143190,POU2F1,-114256,L3,3.523661413135764e-4,0.0297029702970297
cg13305444,ENSG00000143748,NVL,-1320106,L7,3.6220562950550273e-4,0.04950495049504951
cg21604357,ENSG00000157911,PEX10,-682234,L10,3.6220562950550273e-4,0.07920792079207921
cg22153407,ENSG00000143643,TTC13,751898,R6,3.722998605905159e-4,0.019801980198019802
cg24634746,ENSG00000007923,DNAJC11,-776738,L2,3.722998605905159e-4,0.13861386138613863
cg25363807,ENSG00000142959,BEST4,545332,R9,3.722998605905159e-4,0.2079207920792079
cg19938167,ENSG00000066279,ASPM,-1936577,L9,3.826548376884868e-4,0.1188118811881188
cg04508870,ENSG00000116285,ERRFI1,-212248,L2,3.932766887827494e-4,0.12871287128712872
cg16276225,ENSG00000162714,ZNF496,362719,R6,3.932766887827494e-4,0.0297029702970297
cg16596317,ENSG00000137975,CLCA2,1134419,R6,3.932766887827494e-4,0.04950495049504951
cg25362585,ENSG00000078900,TP73,248651,R5,3.932766887827494e-4,0.22772277227722773
cg20152088,ENSG00000135837,CEP350,-1532678,L10,4.0417166887706706e-4,0.009900990099009901
cg26607897,ENSG00000143157,POGK,-685257,L9,4.0417166887706706e-4,0.04950495049504951
cg27444751,ENSG00000157911,PEX10,-683814,L10,4.0417166887706706e-4,0.07920792079207921
cg09858925,ENSG00000082497,SERTAD4,868673,R10,4.153461621787578e-4,0.0891089108910891
cg18131582,ENSG00000058085,LAMC2,-698269,L8,4.153461621787578e-4,0.04950495049504951
cg18795022,ENSG00000116273,PHF13,-903316,L4,4.153461621787578e-4,0.13861386138613863
cg22022747,ENSG00000117597,DIEXF,763701,R7,4.153461621787578e-4,0.0891089108910891
cg04508870,ENSG00000049245,VAMP3,-457124,L7,4.268066843080277e-4,0.15841584158415842
cg24873093,ENSG00000086015,MAST2,261597,R8,4.268066843080277e-4,0.019801980198019802
cg25025181,ENSG00000035687,ADSS,-1763073,L9,4.268066843080277e-4,0.16831683168316833
cg23598604,ENSG00000162688,AGL,583166,R3,4.385598845335412e-4,0.0297029702970297
cg24045378,ENSG00000157911,PEX10,-717260,L10,4.385598845335412e-4,0.07920792079207921
cg25683570,ENSG00000117139,KDM5B,-272873,L9,4.385598845335412e-4,0.0594059405940594
cg11691825,ENSG00000186283,TOR3A,1020254,R7,4.5061254803426134e-4,0.019801980198019802
cg12764314,ENSG00000116679,IVNS1ABP,611353,R5,4.5061254803426134e-4,0.019801980198019802
cg17933936,ENSG00000143811,PYCR2,-773730,L9,4.5061254803426134e-4,0.0891089108910891
cg21161367,ENSG00000121957,GPSM2,943243,R10,4.5061254803426134e-4,0.2079207920792079
cg04482628,ENSG00000126067,PSMB2,-474305,L9,4.6297159818756655e-4,0.04950495049504951
cg09814448,ENSG00000123473,STIL,-901464,L7,4.6297159818756655e-4,0.10891089108910891
cg11834658,ENSG00000142794,NBPF3,155395,R1,4.6297159818756655e-4,0.039603960396039604
cg22127730,ENSG00000074800,ENO1,1196526,R9,4.6297159818756655e-4,0.04950495049504951
cg23631759,ENSG00000078900,TP73,425400,R5,4.6297159818756655e-4,0.22772277227722773
cg16583536,ENSG00000117298,ECE1,-610686,L7,4.7564409888365723e-4,0.0594059405940594
cg16600733,ENSG00000157916,RER1,56903,R2,4.7564409888365723e-4,0.13861386138613863
cg21004104,ENSG00000179743,RP11-169K16.9,206349,R5,4.7564409888365723e-4,0.1485148514851485
cg16578549,ENSG00000162441,LZIC,31439,R1,4.886372568662483e-4,0.06930693069306931
cg22787719,ENSG00000203706,SERTAD4-AS1,833850,R9,4.886372568662483e-4,0.0297029702970297
cg00393673,ENSG00000132196,HSD17B7,-2711875,L9,5.019584240995478e-4,0.019801980198019802
cg04221461,ENSG00000035687,ADSS,694770,R3,5.019584240995478e-4,0.1782178217821782
cg04508870,ENSG00000074800,ENO1,622442,R2,5.019584240995478e-4,0.04950495049504951
cg11958234,ENSG00000116830,TTF2,-576752,L5,5.019584240995478e-4,0.25742574257425743
cg16583536,ENSG00000127483,HP1BP3,-1168867,L9,5.019584240995478e-4,0.16831683168316833
cg24152264,ENSG00000010072,SPRTN,-1329840,L6,5.019584240995478e-4,0.12871287128712872
cg02338271,ENSG00000135845,PIGC,471212,R1,5.156151001614826e-4,0.07920792079207921
cg02338271,ENSG00000117592,PRDX6,1578288,R7,5.156151001614826e-4,0.0297029702970297
cg12710648,ENSG00000215788,TNFRSF25,-781835,L10,5.156151001614826e-4,0.0891089108910891
cg14200127,ENSG00000162688,AGL,2711456,R6,5.156151001614826e-4,0.0297029702970297
cg23670519,ENSG00000158715,SLC45A3,-30687,L2,5.156151001614826e-4,0.019801980198019802
cg24152264,ENSG00000135778,NTPCR,265739,R1,5.156151001614826e-4,0.07920792079207921
cg13247117,ENSG00000272145,NFYC-AS1,37280,R1,5.296149346631616e-4,0.04950495049504951
cg17933936,ENSG00000081692,JMJD4,1032415,R6,5.296149346631616e-4,0.04950495049504951
cg23172853,ENSG00000059588,TARBP1,2684851,R9,5.296149346631616e-4,0.12871287128712872
cg15059176,ENSG00000157881,PANK4,-848407,L8,5.43965729694522e-4,0.1188118811881188
cg15386853,ENSG00000078900,TP73,262083,R5,5.43965729694522e-4,0.22772277227722773
cg24597774,ENSG00000130939,UBE4B,692113,R9,5.43965729694522e-4,0.16831683168316833
cg26188212,ENSG00000181873,IBA57,-597165,L10,5.43965729694522e-4,0.33663366336633666
cg21850722,ENSG00000187140,FOXD3,-767676,L6,5.582118635064175e-4,0.0297029702970297
cg00163018,ENSG00000133019,CHRM3,2136050,R4,5.586754422961248e-4,0.22772277227722773
cg16265859,ENSG00000179051,RCC2,-1634848,L10,5.586754422961248e-4,0.21782178217821782
cg17220055,ENSG00000171793,CTPS1,-770762,L5,5.586754422961248e-4,0.10891089108910891
cg00393673,ENSG00000143183,TMCO1,201547,R4,5.737521869570242e-4,0.009900990099009901
cg13067635,ENSG00000198912,C1orf174,-1709826,L5,5.737521869570242e-4,0.04950495049504951
cg15386853,ENSG00000130764,LRRC47,389783,R9,5.737521869570242e-4,0.15841584158415842
cg23807924,ENSG00000227953,RP11-439E19.3,78952,R1,5.814068028726737e-4,0.3465346534653465
cg00255699,ENSG00000187801,ZFP69B,608515,R10,5.892042381386525e-4,0.1485148514851485
cg11834658,ENSG00000090686,USP48,393565,R4,5.892042381386525e-4,0.0594059405940594
cg24406771,ENSG00000181873,IBA57,-632088,L10,5.892042381386525e-4,0.3465346534653465
cg26896979,ENSG00000171824,EXOSC10,632351,R9,5.892042381386525e-4,0.16831683168316833
cg06358191,ENSG00000175756,AURKAIP1,81970,R8,6.050400328246323e-4,0.019801980198019802
cg11684541,ENSG00000116350,SRSF4,-1652770,L4,6.050400328246323e-4,0.10891089108910891
cg19403323,ENSG00000203706,SERTAD4-AS1,380739,R2,6.050400328246323e-4,0.0297029702970297
cg23172853,ENSG00000168275,COA6,2666994,R8,6.050400328246323e-4,0.0891089108910891
cg24307587,ENSG00000135823,STX6,-1120635,L5,6.050400328246323e-4,0.0297029702970297
cg25470758,ENSG00000162419,GMEB1,-2234277,L10,6.050400328246323e-4,0.16831683168316833
cg26660461,ENSG00000023909,GCLM,-780590,L6,6.050400328246323e-4,0.039603960396039604
cg05229742,ENSG00000185860,C1orf110,-2410772,L6,6.170965879740549e-4,0.07920792079207921
cg15260921,ENSG00000185155,MIXL1,102357,R1,6.170965879740549e-4,0.009900990099009901
cg25463742,ENSG00000241563,CORT,-327614,L5,6.212428350557361e-4,0.039603960396039604
cg04482628,ENSG00000126070,AGO3,-43649,L4,6.21268173096434e-4,0.0594059405940594
cg12764314,ENSG00000198860,TSEN15,-610818,L3,6.21268173096434e-4,0.1188118811881188
cg15210307,ENSG00000160051,IQCC,173145,R5,6.21268173096434e-4,0.13861386138613863
cg22400420,ENSG00000121481,RNF2,1163252,R6,6.21268173096434e-4,0.09900990099009901
cg26883161,ENSG00000116679,IVNS1ABP,1576063,R9,6.378974287347615e-4,0.019801980198019802
cg15876968,ENSG00000117174,ZNHIT6,1028782,R10,6.549367398465659e-4,0.07920792079207921
cg15965383,ENSG00000143498,TAF1A,1395497,R3,6.549367398465659e-4,0.06930693069306931
cg16386396,ENSG00000078900,TP73,436624,R5,6.549367398465659e-4,0.24752475247524752
cg16600733,ENSG00000078369,GNB1,-443866,L9,6.549367398465659e-4,0.09900990099009901
cg25199536,ENSG00000142669,SH3BGRL3,4058,R1,6.549367398465659e-4,0.15841584158415842
cg10037894,ENSG00000010932,FMO1,-1057183,L7,6.723952195175462e-4,0.0297029702970297
cg14200127,ENSG00000117620,SLC35A3,2831161,R7,6.723952195175462e-4,0.039603960396039604
cg15965383,ENSG00000118873,RAB3GAP2,-889948,L7,6.723952195175462e-4,0.21782178217821782
cg24250492,ENSG00000198860,TSEN15,-225058,L2,6.723952195175462e-4,0.1188118811881188
cg15714328,ENSG00000137948,BRDT,-427313,L7,6.737994185543351e-4,0.0891089108910891
cg15260921,ENSG00000181450,ZNF678,1442282,R9,6.902821564900174e-4,0.019801980198019802
cg21848084,ENSG00000078900,TP73,304701,R5,6.902821564900174e-4,0.26732673267326734
cg27428948,ENSG00000135778,NTPCR,324599,R2,6.902821564900174e-4,0.07920792079207921
cg08831401,ENSG00000078900,TP73,285594,R5,7.086070178659758e-4,0.26732673267326734
cg14516243,ENSG00000157911,PEX10,-713872,L10,7.086070178659758e-4,0.07920792079207921
cg18166959,ENSG00000135775,COG2,-50355,L3,7.086070178659758e-4,0.0594059405940594
cg07381872,ENSG00000132855,ANGPTL3,1655080,R7,7.187827715242937e-4,0.0297029702970297
cg02338271,ENSG00000117533,VAMP4,-156727,L3,7.273794518352139e-4,0.009900990099009901
cg08944484,ENSG00000153187,HNRNPU,-1903315,L7,7.273794518352139e-4,0.18811881188118812
cg21526778,ENSG00000153187,HNRNPU,1429605,R9,7.273794518352139e-4,0.18811881188118812
cg26407161,ENSG00000078900,TP73,540012,R5,7.273794518352139e-4,0.26732673267326734
cg07347148,ENSG00000143147,GPR161,267193,R3,7.466092904282944e-4,0.09900990099009901
cg11684541,ENSG00000162419,GMEB1,-2115404,L9,7.466092904282944e-4,0.16831683168316833
cg17901924,ENSG00000059588,TARBP1,1402639,R5,7.466092904282944e-4,0.13861386138613863
cg23972860,ENSG00000162408,NOL9,-780428,L8,7.466092904282944e-4,0.15841584158415842
cg26188212,ENSG00000154429,CCSAP,489632,R2,7.466092904282944e-4,0.0891089108910891
cg02338271,ENSG00000117523,PRRC2C,-305464,L5,7.663065522942167e-4,0.0297029702970297
cg04508870,ENSG00000041988,THAP3,-1602970,L10,7.663065522942167e-4,0.0297029702970297
cg06082598,ENSG00000203667,COX20,3086112,R12,7.663065522942167e-4,0.07920792079207921
cg12297374,ENSG00000127463,EMC1,503606,R5,7.663065522942167e-4,0.1485148514851485
cg19938167,ENSG00000118197,DDX59,1540620,R4,7.663065522942167e-4,0.0891089108910891
cg25312122,ENSG00000132716,DCAF8,771,R1,7.663065522942167e-4,0.009900990099009901
cg26607897,ENSG00000214262,ANKRD36BP1,703962,R9,7.663065522942167e-4,0.019801980198019802
cg27043880,ENSG00000116996,ZP4,-1233627,L4,7.696674441955118e-4,0.06930693069306931
cg27043880,ENSG00000215808,LINC01139,-638398,L2,7.826536084719134e-4,0.1485148514851485
cg18166959,ENSG00000010072,SPRTN,592764,R9,7.864814455025496e-4,0.1485148514851485
cg19630039,ENSG00000248333,CDK11B,-271332,L8,7.864814455025496e-4,0.18811881188118812
cg21117808,ENSG00000171612,SLC25A33,-242698,L4,7.864814455025496e-4,0.21782178217821782
cg23972860,ENSG00000204859,ZBTB48,-745683,L6,7.864814455025496e-4,0.0594059405940594
cg24729839,ENSG00000143815,LBR,-339241,L3,7.864814455025496e-4,0.09900990099009901
cg27428948,ENSG00000183780,SLC35F3,1278927,R6,7.864814455025496e-4,0.0297029702970297
cg13058623,ENSG00000135750,KCNK1,709271,R3,8.071443703698314e-4,0.0891089108910891
cg13545909,ENSG00000162851,TFB2M,1050844,R2,8.071443703698314e-4,0.16831683168316833
cg15876968,ENSG00000117155,SSX2IP,23066,L1,8.071443703698314e-4,0.21782178217821782
cg21848084,ENSG00000130764,LRRC47,432401,R9,8.071443703698314e-4,0.16831683168316833
cg24997231,ENSG00000143469,SYT14,584001,R8,8.166454322619895e-4,0.0594059405940594
cg18395632,ENSG00000185860,C1orf110,-2506434,L6,8.271801106663012e-4,0.0891089108910891
cg22157069,ENSG00000243709,LEFTY1,-657399,L9,8.281772084279644e-4,0.12871287128712872
cg14170793,ENSG00000135801,TAF5L,204205,R3,8.283059223099993e-4,0.04950495049504951
cg17711754,ENSG00000116489,CAPZA1,640593,R4,8.283059223099993e-4,0.019801980198019802
cg22684969,ENSG00000198756,COLGALT2,694005,R7,8.283059223099993e-4,0.10891089108910891
cg23172853,ENSG00000183780,SLC35F3,2198471,R7,8.283059223099993e-4,0.0297029702970297
cg26188212,ENSG00000135775,COG2,1811109,R10,8.283059223099993e-4,0.0594059405940594
cg16580616,ENSG00000135778,NTPCR,-2136890,L9,8.499768947086168e-4,0.07920792079207921
cg25199536,ENSG00000175087,PDIK1L,-149572,L6,8.499768947086168e-4,0.13861386138613863
cg04508870,ENSG00000049246,PER3,-393379,L6,8.721682818206301e-4,0.19801980198019803
cg06358191,ENSG00000188157,AGRN,-235641,L10,8.721682818206301e-4,0.21782178217821782
cg12427162,ENSG00000143178,TBX19,51788,R2,8.721682818206301e-4,0.0297029702970297
cg23484899,ENSG00000153187,HNRNPU,120101,R3,8.721682818206301e-4,0.18811881188118812
cg24296187,ENSG00000117625,RCOR3,-944603,L10,8.721682818206301e-4,0.0594059405940594
cg24634746,ENSG00000116273,PHF13,-854629,L4,8.721682818206301e-4,0.13861386138613863
cg26363759,ENSG00000074800,ENO1,-438675,L7,8.721682818206301e-4,0.04950495049504951
cg00935967,ENSG00000198912,C1orf174,-5904,L2,8.948912816913879e-4,0.06930693069306931
cg08939394,ENSG00000179051,RCC2,119110,R2,8.948912816913879e-4,0.22772277227722773
cg12297374,ENSG00000077549,CAPZB,626715,R10,8.948912816913879e-4,0.21782178217821782
cg15260921,ENSG00000163050,ADCK3,776275,R7,8.948912816913879e-4,0.10891089108910891
cg19243842,ENSG00000116213,WRAP73,488808,R4,8.948912816913879e-4,0.13861386138613863
cg26188212,ENSG00000154370,TRIM11,-372582,L8,8.948912816913879e-4,0.09900990099009901
cg10180415,ENSG00000116824,CD2,239037,R2,9.181572991006351e-4,0.07920792079207921
cg13058623,ENSG00000135778,NTPCR,45872,L1,9.181572991006351e-4,0.0891089108910891
cg24152264,ENSG00000116991,SIPA1L2,-123305,L2,9.181572991006351e-4,0.10891089108910891
cg24412662,ENSG00000078900,TP73,702415,R7,9.181572991006351e-4,0.26732673267326734
cg25470758,ENSG00000198492,YTHDF2,-2183855,L9,9.181572991006351e-4,0.15841584158415842
cg13935127,ENSG00000127129,EDN2,815570,R8,9.29962153069683e-4,0.09900990099009901
cg01791421,ENSG00000127463,EMC1,-418193,L9,9.41977948529193e-4,0.15841584158415842
cg12527995,ENSG00000162384,C1orf123,576475,R9,9.41977948529193e-4,0.1485148514851485
cg24250492,ENSG00000121481,RNF2,746089,R3,9.41977948529193e-4,0.10891089108910891
cg22531801,ENSG00000152904,GGPS1,-298222,L4,9.663650571479895e-4,0.019801980198019802
cg06358191,ENSG00000131584,ACAP3,616,R1,9.91330667829124e-4,0.0594059405940594
cg07388700,ENSG00000130939,UBE4B,71987,R2,9.91330667829124e-4,0.2079207920792079
cg15645728,ENSG00000198912,C1orf174,-845290,L4,9.91330667829124e-4,0.06930693069306931
cg16580616,ENSG00000162885,B3GALNT2,356717,R6,9.91330667829124e-4,0.18811881188118812
cg24634746,ENSG00000162413,KLHL21,-864055,L5,9.91330667829124e-4,0.0594059405940594
cg26407161,ENSG00000130764,LRRC47,667712,R9,9.91330667829124e-4,0.16831683168316833
cg21690505,ENSG00000243709,LEFTY1,-215800,L5,0.0010165060153888895,0.16831683168316833
cg11684541,ENSG00000060688,SNRNP40,571145,R7,0.0010168870421786115,0.0891089108910891
cg12792264,ENSG00000116679,IVNS1ABP,1293882,R8,0.001043046663590457,0.019801980198019802
cg21686171,ENSG00000074800,ENO1,-565120,L7,0.001043046663590457,0.04950495049504951
cg22678754,ENSG00000143590,EFNA3,-0,L1,0.001043046663590457,0.2079207920792079
cg22787719,ENSG00000082497,SERTAD4,835193,R10,0.001043046663590457,0.1188118811881188
cg22877366,ENSG00000116685,KIAA2013,-121182,L4,0.001043046663590457,0.0594059405940594
cg00974095,ENSG00000090621,PABPC4,-112151,L4,0.0010698222403216604,0.0297029702970297
cg12792264,ENSG00000116406,EDEM3,687727,R3,0.0010698222403216604,0.019801980198019802
cg13247117,ENSG00000187815,ZFP69,-156754,L4,0.0010698222403216604,0.0594059405940594
cg16926213,ENSG00000187730,GABRD,109464,R3,0.0010698222403216604,0.0297029702970297
cg17943995,ENSG00000053371,AKR7A2,1012827,R10,0.0010698222403216604,0.15841584158415842
cg23807924,ENSG00000162852,CNST,-28474,L2,0.0010698222403216604,0.1485148514851485
cg00393673,ENSG00000162761,LMX1A,-168530,L3,0.001073438653288995,0.009900990099009901
cg22736624,ENSG00000143469,SYT14,746186,R8,0.001082525135740688,0.06930693069306931
cg17933936,ENSG00000243709,LEFTY1,-786626,L10,0.0010970644803259396,0.1782178217821782
cg02837162,ENSG00000134697,GNL2,942071,R6,0.0010972267085877778,0.1188118811881188
cg11836212,ENSG00000134697,GNL2,584550,R5,0.0010972267085877778,0.1188118811881188
cg11958234,ENSG00000143067,ZNF697,1935215,R9,0.0010972267085877778,0.0891089108910891
cg26363759,ENSG00000142599,RERE,-500281,L8,0.0010972267085877778,0.21782178217821782
cg04482628,ENSG00000116863,ADPRHL2,-22217,L2,0.0011252732356786125,0.13861386138613863
cg10759651,ENSG00000143228,NUF2,91414,R1,0.0011252732356786125,0.19801980198019803
cg20995977,ENSG00000198912,C1orf174,-1040138,L4,0.0011252732356786125,0.07920792079207921
cg22153407,ENSG00000168118,RAB4A,-848447,L8,0.0011252732356786125,0.04950495049504951
cg23270529,ENSG00000035687,ADSS,987126,R4,0.0011252732356786125,0.2376237623762376
cg26027690,ENSG00000160049,DFFA,-384807,L3,0.0011252732356786125,0.10891089108910891
cg16926213,ENSG00000162585,C1orf86,274587,R5,0.0011539752230936252,0.09900990099009901
cg19904265,ENSG00000157911,PEX10,-821475,L10,0.0011539752230936252,0.07920792079207921
cg22157069,ENSG00000183814,LIN9,-258911,L3,0.0011539752230936252,0.16831683168316833
cg08036553,ENSG00000132855,ANGPTL3,-1577974,L9,0.0011728247884457887,0.0297029702970297
cg13081288,ENSG00000143199,ADCY10,837052,R9,0.0011781760470459099,0.04950495049504951
cg15895782,ENSG00000082482,KCNK2,528891,R2,0.0011831737419985993,0.1485148514851485
cg07921765,ENSG00000135763,URB2,873892,R7,0.0011833463096966002,0.18811881188118812
cg09235788,ENSG00000156171,DRAM2,439746,R3,0.0011833463096966002,0.04950495049504951
cg24296187,ENSG00000066027,PPP2R5A,24546,L1,0.0011833463096966002,0.0297029702970297
cg26188212,ENSG00000183929,DUSP5P1,-178973,L2,0.0011833463096966002,0.1485148514851485
cg15448056,ENSG00000262180,OCLM,-5369709,L7,0.0012129600637616716,0.07920792079207921
cg16583536,ENSG00000189410,SH2D5,-1223353,L10,0.0012134003748891199,0.06930693069306931
cg21690505,ENSG00000182827,ACBD3,17495,L1,0.0012134003748891199,0.019801980198019802
cg23807924,ENSG00000153207,AHCTF1,142037,R2,0.0012134003748891199,0.13861386138613863
cg16600733,ENSG00000162585,C1orf86,-122202,L3,0.0012441515418023543,0.09900990099009901
cg22400420,ENSG00000198756,COLGALT2,47552,R1,0.0012441515418023543,0.1188118811881188
cg24310780,ENSG00000152332,UHMK1,-2757195,L10,0.0012441515418023543,0.009900990099009901
cg25150520,ENSG00000157911,PEX10,-797293,L10,0.0012441515418023543,0.07920792079207921
cg25310233,ENSG00000060688,SNRNP40,497978,R6,0.0012441515418023543,0.0891089108910891
cg12610169,ENSG00000142619,PADI3,-1125529,L6,0.0012593390334760166,0.31683168316831684
cg14839558,ENSG00000149527,PLCH2,482929,R9,0.0012756141805066949,0.12871287128712872
cg18345456,ENSG00000203705,TATDN3,-1185726,L8,0.0012756141805066949,0.0891089108910891
cg12697139,ENSG00000143469,SYT14,539647,R8,0.0012839854107901437,0.06930693069306931
cg04923840,ENSG00000152104,PTPN14,-502795,L3,0.0013078029112386915,0.0594059405940594
cg15727188,ENSG00000078900,TP73,429215,R5,0.0013078029112386915,0.26732673267326734
cg17443007,ENSG00000137992,DBT,-944028,L9,0.0013078029112386915,0.0594059405940594
cg19726343,ENSG00000116273,PHF13,-831501,L4,0.0013078029112386915,0.13861386138613863
cg26363759,ENSG00000116285,ERRFI1,-1291615,L10,0.0013078029112386915,0.15841584158415842
